10, 9.887, 140
11, 11.296, 154
12, 14.066, 168
13, 16.502, 182
14, 19.183, 196
15, 21.477, 210
16, 26.335, 225
17, 16.311, 240
18, 29.822, 256
19, 20.134, 272
20, 33.588, 289
21, 25.798, 306
22, 35.634, 324
23, 28.524, 342
24, 39.567, 361
25, 31.361, 380
26, 40.229, 400
27, 36.804, 420
28, 50.081, 441
29, 41.157, 462
30, 47.082, 484
31, 48.074, 506
32, 53.037, 529
33, 57.291, 552
34, 59.148, 576
35, 65.649, 600
36, 68.545, 625
37, 84.925, 650
38, 88.021, 676
39, 93.807, 702
40, 92.197, 729
41, 95.274, 756
42, 103.525, 784
43, 104.432, 812
44, 124.369, 841
45, 125.297, 870
46, 121.663, 900
47, 131.208, 930
48, 141.289, 961
49, 146.206, 992
50, 149.879, 1024
51, 163.894, 1056
52, 166.876, 1089
53, 177.1, 1122
54, 183.814, 1156
55, 196.507, 1190
56, 204.658, 1225
57, 211.543, 1260
58, 228.6, 1296
59, 238.429, 1332
60, 251.778, 1369
61, 274.881, 1406
62, 263.638, 1444
63, 289.336, 1482
64, 282.857, 1521
65, 299.508, 1560
66, 298.817, 1600
67, 322.49, 1640
68, 329.46, 1681
69, 358.132, 1722
70, 370.467, 1764
71, 405.027, 1806
72, 382.017, 1849
73, 396.911, 1892
74, 404.144, 1936
75, 430.655, 1980
76, 427.007, 2025
77, 453.807, 2070
78, 476.131, 2116
79, 482.65, 2162
80, 500.789, 2209
81, 539.86, 2256
82, 532.749, 2304
83, 562.436, 2352
84, 565.499, 2401
85, 595.3, 2450
86, 614.537, 2500
87, 629.528, 2550
88, 655.226, 2601
89, 674.912, 2652
90, 697.196, 2704
91, 713.139, 2756
92, 737.339, 2809
93, 757.583, 2862
94, 792, 2916
95, 813.597, 2970
96, 833.877, 3025
97, 831.678, 3080
98, 860.547, 3136
99, 902.581, 3192
