0.018, 2
0.032, 4
0.071, 6
0.152, 9
0.349, 12
0.72, 16
1.421, 20
3.242, 25
5.288, 30
12.163, 36
0.032, 4
0.063, 6
0.138, 9
0.313, 12
0.692, 16
1.31, 20
2.986, 25
5.808, 30
11.014, 36
21.999, 42
0.065, 6
0.12, 9
0.225, 12
0.439, 16
0.875, 20
1.821, 25
3.745, 30
10.009, 36
17.592, 42
38.217, 49
0.109, 9
0.221, 12
0.413, 16
1.049, 20
1.788, 25
3.784, 30
5.976, 36
13.215, 42
27.986, 49
58.097, 56
0.211, 12
0.397, 16
0.708, 20
1.251, 25
2.442, 30
4.677, 36
8.724, 42
19.393, 49
40.565, 56
85.761, 64
0.45, 16
0.792, 20
1.332, 25
2.276, 30
3.818, 36
7.126, 42
13.604, 49
27.317, 56
58.103, 64
115.427, 72
0.882, 20
1.528, 25
2.603, 30
3.916, 36
6.362, 42
10.27, 49
19.701, 56
38.279, 64
75.522, 72
155.235, 81
1.915, 25
3.363, 30
5.073, 36
7.847, 42
11.796, 49
18.132, 56
31.167, 64
54.793, 72
106.932, 81
195.809, 90
3.914, 30
6.669, 36
10.082, 42
15.006, 49
22.042, 56
32.604, 64
49.22, 72
79.276, 81
143.438, 90
263.28, 100
7.774, 36
13.37, 42
20.291, 49
29.97, 56
42.273, 64
55.513, 72
83.151, 81
130.268, 90
200.279, 100
358.373, 110
0.019, 4
0.035, 6
0.068, 9
0.137, 12
0.286, 16
0.591, 20
1.37, 25
2.593, 30
5.232, 36
11.059, 42
0.027, 6
0.047, 9
0.091, 12
0.185, 16
0.375, 20
0.785, 25
2.201, 30
4.535, 36
7.484, 42
15.653, 49
0.035, 8
0.059, 12
0.12, 16
0.235, 20
0.469, 25
0.939, 30
2.011, 36
4.368, 42
9.469, 49
18.939, 56
0.049, 10
0.085, 15
0.149, 20
0.288, 25
0.596, 30
1.424, 36
3.043, 42
5.282, 49
11.807, 56
23.353, 64
0.063, 12
0.114, 18
0.195, 24
0.353, 30
0.706, 36
1.433, 42
3.043, 49
6.021, 56
14.781, 64
27.826, 72
0.069, 14
0.119, 21
0.246, 28
0.487, 35
0.815, 42
1.638, 49
3.464, 56
7.069, 64
14.606, 72
32.381, 81
0.077, 16
0.123, 24
0.239, 32
0.445, 40
0.9, 48
1.894, 56
3.959, 64
7.785, 72
17.895, 81
35.047, 90
0.085, 18
0.133, 27
0.248, 36
0.49, 45
1.018, 54
2.173, 63
4.207, 72
9.826, 81
17.98, 90
39.006, 100
0.1, 20
0.157, 30
0.286, 40
0.556, 50
1.138, 60
2.305, 70
5.972, 80
11.346, 90
21.835, 100
41.771, 110
0.084, 22
0.151, 33
0.291, 44
0.593, 55
1.207, 66
3.044, 77
6.176, 88
10.422, 99
23.617, 110
47.567, 121
0.011, 2
0.013, 2
0.016, 2
0.019, 2
0.023, 2
0.025, 2
0.031, 2
0.033, 2
0.037, 2
0.042, 2
0.016, 3
0.018, 3
0.022, 3
0.024, 3
0.029, 3
0.032, 3
0.036, 3
0.04, 3
0.044, 3
0.05, 3
0.026, 5
0.029, 5
0.034, 5
0.038, 5
0.043, 5
0.048, 5
0.052, 5
0.061, 5
0.085, 5
0.094, 5
0.052, 7
0.057, 7
0.062, 7
0.068, 7
0.076, 7
0.112, 7
0.125, 7
0.11, 7
0.116, 7
0.113, 7
0.102, 10
0.112, 10
0.122, 10
0.132, 10
0.143, 10
0.153, 10
0.166, 10
0.175, 10
0.188, 10
0.199, 10
0.214, 13
0.241, 13
0.338, 13
0.392, 13
0.436, 13
0.453, 13
0.482, 13
0.495, 13
0.614, 13
0.574, 13
0.483, 17
0.558, 17
0.54, 17
0.577, 17
0.612, 17
0.662, 17
0.98, 17
1.001, 17
0.993, 17
0.861, 17
0.938, 21
1.047, 21
1.146, 21
1.284, 21
1.246, 21
1.295, 21
1.551, 21
1.574, 21
1.526, 21
1.606, 21
1.98, 26
2.451, 26
3.011, 26
2.447, 26
2.498, 26
2.588, 26
2.88, 26
2.922, 26
3.033, 26
3.272, 26
4.459, 31
5.048, 31
4.821, 31
4.946, 31
6.091, 31
5.538, 31
5.951, 31
6.806, 31
6.402, 31
7.518, 31
0.016, 4
0.023, 5
0.032, 6
0.044, 7
0.056, 8
0.069, 9
0.083, 10
0.099, 11
0.118, 12
0.136, 13
0.019, 6
0.029, 7
0.043, 8
0.058, 9
0.074, 10
0.093, 11
0.113, 12
0.136, 13
0.162, 14
0.189, 15
0.024, 8
0.039, 9
0.054, 10
0.074, 11
0.095, 12
0.119, 13
0.158, 14
0.183, 15
0.207, 16
0.302, 17
0.03, 10
0.046, 11
0.065, 12
0.089, 13
0.115, 14
0.144, 15
0.177, 16
0.212, 17
0.255, 18
0.296, 19
0.034, 12
0.054, 13
0.077, 14
0.107, 15
0.136, 16
0.174, 17
0.213, 18
0.266, 19
0.305, 20
0.36, 21
0.04, 14
0.062, 15
0.09, 16
0.121, 17
0.155, 18
0.199, 19
0.242, 20
0.294, 21
0.348, 22
0.414, 23
0.044, 16
0.07, 17
0.102, 18
0.139, 19
0.213, 20
0.271, 21
0.367, 22
0.478, 23
0.587, 24
0.541, 25
0.06, 18
0.089, 19
0.122, 20
0.165, 21
0.225, 22
0.335, 23
0.482, 24
0.474, 25
0.449, 26
0.532, 27
0.063, 20
0.095, 21
0.132, 22
0.181, 23
0.29, 24
0.388, 25
0.478, 26
0.587, 27
0.691, 28
0.837, 29
0.088, 22
0.135, 23
0.191, 24
0.271, 25
0.346, 26
0.429, 27
0.498, 28
0.609, 29
0.751, 30
0.838, 31
0.019, 2
0.032, 3
0.049, 4
0.084, 6
0.115, 9
0.201, 12
0.265, 16
0.442, 20
0.579, 25
1.027, 30
