10, 0.215, 25
11, 0.267, 30
12, 0.329, 36
13, 0.432, 42
14, 0.493, 49
15, 0.683, 56
16, 0.785, 64
17, 1.021, 72
18, 1.135, 81
19, 1.44, 90
20, 1.577, 100
21, 2.043, 110
22, 2.195, 121
23, 2.833, 132
24, 3.039, 144
25, 3.36, 156
26, 3.62, 169
27, 4.097, 182
28, 4.29, 196
29, 5.095, 210
30, 5.419, 225
31, 6.309, 240
32, 6.628, 256
33, 8.081, 272
34, 8.554, 289
35, 9.354, 306
36, 8.986, 324
37, 10.623, 342
38, 11.097, 361
39, 11.604, 380
40, 11.973, 400
41, 14.112, 420
42, 14.348, 441
43, 16.396, 462
44, 17.389, 484
45, 19.347, 506
46, 20.052, 529
47, 22.68, 552
48, 23.393, 576
49, 26.715, 600
50, 27.368, 625
51, 31.291, 650
52, 31.396, 676
53, 35.09, 702
54, 36.755, 729
55, 37.139, 756
56, 37.611, 784
57, 41.875, 812
58, 44.664, 841
59, 47.904, 870
60, 49.123, 900
61, 55.694, 930
62, 58.789, 961
63, 61.324, 992
64, 62.759, 1024
65, 71.567, 1056
66, 72.357, 1089
67, 78.295, 1122
68, 80.6, 1156
69, 88.284, 1190
70, 87.732, 1225
71, 89.556, 1260
72, 92.194, 1296
73, 113.092, 1332
74, 107.419, 1369
75, 111.102, 1406
76, 112.302, 1444
77, 120.484, 1482
78, 125.111, 1521
79, 121.517, 1560
80, 123.768, 1600
81, 146.15, 1640
82, 136.543, 1681
83, 147.921, 1722
84, 149.647, 1764
85, 168.161, 1806
86, 170.748, 1849
87, 174.012, 1892
88, 183.84, 1936
89, 199.386, 1980
90, 191.434, 2025
91, 210.969, 2070
92, 220.362, 2116
93, 221.517, 2162
94, 229.566, 2209
95, 235.789, 2256
96, 242.009, 2304
97, 265.054, 2352
98, 268.618, 2401
99, 313.679, 2450
