0.011, 2
0.01, 4
0.006, 6
0.008, 9
0.01, 12
0.015, 16
0.018, 20
0.027, 25
0.031, 30
0.043, 36
0.005, 4
0.005, 6
0.009, 9
0.01, 12
0.015, 16
0.017, 20
0.026, 25
0.029, 30
0.04, 36
0.045, 42
0.006, 6
0.01, 9
0.009, 12
0.015, 16
0.016, 20
0.024, 25
0.026, 30
0.037, 36
0.045, 42
0.059, 49
0.007, 8
0.01, 12
0.013, 16
0.016, 20
0.022, 25
0.026, 30
0.035, 36
0.04, 42
0.052, 49
0.06, 56
0.007, 10
0.011, 15
0.014, 20
0.02, 25
0.025, 30
0.031, 36
0.039, 42
0.05, 49
0.056, 56
0.074, 64
0.008, 12
0.012, 18
0.015, 24
0.022, 30
0.03, 36
0.035, 42
0.048, 49
0.051, 56
0.068, 64
0.077, 72
0.009, 14
0.012, 21
0.016, 28
0.023, 35
0.032, 42
0.043, 49
0.048, 56
0.063, 64
0.071, 72
0.093, 81
0.01, 16
0.013, 24
0.018, 32
0.024, 40
0.034, 48
0.044, 56
0.058, 64
0.065, 72
0.086, 81
0.094, 90
0.011, 18
0.014, 27
0.02, 36
0.027, 45
0.036, 54
0.07, 63
0.061, 72
0.079, 81
0.085, 90
0.107, 100
0.012, 20
0.015, 30
0.021, 40
0.03, 50
0.038, 60
0.049, 70
0.063, 80
0.081, 90
0.1, 100
0.11, 110
0.004, 4
0.005, 6
0.01, 9
0.011, 12
0.018, 16
0.019, 20
0.027, 25
0.031, 30
0.043, 36
0.048, 42
0.005, 6
0.01, 9
0.011, 12
0.017, 16
0.018, 20
0.028, 25
0.033, 30
0.044, 36
0.05, 42
0.069, 49
0.007, 8
0.011, 12
0.016, 16
0.02, 20
0.029, 25
0.032, 30
0.045, 36
0.05, 42
0.066, 49
0.073, 56
0.009, 10
0.012, 15
0.019, 20
0.029, 25
0.031, 30
0.046, 36
0.049, 42
0.068, 49
0.074, 56
0.097, 64
0.008, 12
0.015, 18
0.022, 24
0.032, 30
0.044, 36
0.05, 42
0.072, 49
0.073, 56
0.16, 64
0.104, 72
0.009, 14
0.016, 21
0.024, 28
0.035, 35
0.048, 42
0.066, 49
0.071, 56
0.096, 64
0.103, 72
0.133, 81
0.01, 16
0.017, 24
0.026, 32
0.04, 40
0.053, 48
0.073, 56
0.097, 64
0.106, 72
0.132, 81
0.141, 90
0.011, 18
0.019, 27
0.03, 36
0.042, 45
0.059, 54
0.08, 63
0.102, 72
0.132, 81
0.141, 90
0.177, 100
0.012, 20
0.021, 30
0.032, 40
0.047, 50
0.065, 60
0.107, 70
0.114, 80
0.14, 90
0.175, 100
0.188, 110
0.013, 22
0.022, 33
0.035, 44
0.049, 55
0.069, 66
0.093, 77
0.118, 88
0.149, 99
0.187, 110
0.23, 121
0.003, 2
0.003, 2
0.002, 2
0.003, 2
0.002, 2
0.003, 2
0.003, 2
0.004, 2
0.003, 2
0.004, 2
0.002, 3
0.003, 3
0.003, 3
0.003, 3
0.003, 3
0.003, 3
0.004, 3
0.004, 3
0.004, 3
0.004, 3
0.005, 5
0.005, 5
0.005, 5
0.006, 5
0.005, 5
0.006, 5
0.006, 5
0.006, 5
0.007, 5
0.006, 5
0.006, 7
0.007, 7
0.009, 7
0.011, 7
0.008, 7
0.009, 7
0.01, 7
0.01, 7
0.008, 7
0.007, 7
0.009, 10
0.01, 10
0.011, 10
0.01, 10
0.011, 10
0.011, 10
0.009, 10
0.011, 10
0.01, 10
0.011, 10
0.011, 13
0.012, 13
0.011, 13
0.016, 13
0.016, 13
0.019, 13
0.028, 13
0.019, 13
0.015, 13
0.016, 13
0.026, 17
0.023, 17
0.027, 17
0.029, 17
0.028, 17
0.028, 17
0.027, 17
0.029, 17
0.029, 17
0.03, 17
0.032, 21
0.033, 21
0.03, 21
0.023, 21
0.022, 21
0.021, 21
0.02, 21
0.021, 21
0.022, 21
0.021, 21
0.032, 26
0.031, 26
0.032, 26
0.03, 26
0.032, 26
0.031, 26
0.031, 26
0.031, 26
0.032, 26
0.031, 26
0.034, 31
0.034, 31
0.033, 31
0.035, 31
0.035, 31
0.034, 31
0.034, 31
0.035, 31
0.035, 31
0.034, 31
0.002, 2
0.004, 3
0.004, 4
0.004, 5
0.005, 6
0.006, 7
0.007, 8
0.007, 9
0.007, 10
0.008, 11
