10, 0.06, 25
11, 0.063, 30
12, 0.089, 36
13, 0.1, 42
14, 0.153, 49
15, 0.153, 56
16, 0.202, 64
17, 0.237, 72
18, 0.3, 81
19, 0.297, 90
20, 0.371, 100
21, 0.407, 110
22, 0.513, 121
23, 0.542, 132
24, 0.653, 144
25, 0.715, 156
26, 0.87, 169
27, 0.872, 182
28, 1.039, 196
29, 1.34, 210
30, 1.626, 225
31, 1.695, 240
32, 2, 256
33, 2.263, 272
34, 2.319, 289
35, 2.287, 306
36, 2.479, 324
37, 2.646, 342
38, 2.918, 361
39, 2.918, 380
40, 3.098, 400
41, 3.434, 420
42, 3.631, 441
43, 3.683, 462
44, 4.157, 484
45, 4.522, 506
46, 4.809, 529
47, 5.053, 552
48, 5.442, 576
49, 5.621, 600
50, 6.49, 625
51, 6.366, 650
52, 6.99, 676
53, 7.289, 702
54, 8.134, 729
55, 7.833, 756
56, 8.205, 784
57, 9.534, 812
58, 10.906, 841
59, 11.559, 870
60, 11.766, 900
61, 11.751, 930
62, 13.079, 961
63, 13.429, 992
64, 13.4, 1024
65, 13.705, 1056
66, 14.748, 1089
67, 15.184, 1122
68, 15.965, 1156
69, 16.652, 1190
70, 17.873, 1225
71, 17.668, 1260
72, 18.965, 1296
73, 19.556, 1332
74, 20.928, 1369
75, 20.821, 1406
76, 22.822, 1444
77, 23.765, 1482
78, 25.293, 1521
79, 23.307, 1560
80, 24.546, 1600
81, 26.957, 1640
82, 29.272, 1681
83, 29.865, 1722
84, 31.855, 1764
85, 32.05, 1806
86, 32.474, 1849
87, 32.676, 1892
88, 33.879, 1936
89, 35.368, 1980
90, 37.53, 2025
91, 37.389, 2070
92, 39.827, 2116
93, 41.771, 2162
94, 43.94, 2209
95, 43.44, 2256
96, 45.294, 2304
97, 47.847, 2352
98, 49.348, 2401
99, 50.165, 2450
